upc,description,cost,normal_price,special_price,specialcost,pricemethod,groupprice,quantity,start_date,end_date,departmentId,sectionId,vendorId,pack,size,tax,fee,foodstamp,scale,active,wicable,validage,PLU,UnitOfMeasure,case_cost,QuantityOnHand,dept_name,section_name,vendor_name,tareweight,linkedUpc,expiration_date,cert_code,deleted,HideFromECommerce,discount,LowInventoryAlert,ReOrderQuantity,ProductCode,EPlumLabelFormatNo,EPlumDeptNo,ScaleByCount,ECommerceId,ECommercePackWeight,ECommercePrice,ECommerceSalePrice,ECommerceOnSale,ECommerceUnitDescription,ECommerceDescription,ECommerceSummary,CasScaleIngredients,CasScaleNutrition,CasScalePluType
0051179142107,Swad Ice-cream Essence 28ml,1.0800,1.9900,,,,,,,,193,,2,,,,,False,False,True,0,,,,,12.0000,Baking,,Raja Foods,,,,,False,False,1,4,,,,,False,260,,,,,,,,,,
0051179142152,Swad Mango Essence 28ml,1.0800,1.9900,,,,,,,,193,,,,,,,False,False,True,0,,,,,6.0000,Baking,,,,,,,False,False,1,,,,,,False,261,,,,False,,,,,,
0051179142206,Swad Kewda Essence 28ml,1.0800,1.9900,,,,,,,,193,,2,,,,,False,False,True,0,,,,,11.0000,Baking,,Raja Foods,,,,,False,False,1,4,,,,,False,262,,,,,,,,,,
0051179142251,Swad Vanilla Essence 28ml,1.0800,1.9900,,,,,,,,193,,,,,,,False,False,True,0,,,,,3.0000,Baking,,,,,,,False,False,1,,,,,,False,263,,,,False,,,,,,
0051179153158,Swad Ragi Pwd 3.5LB,4.5000,6.2900,,,,,,,,174,,,,,,,False,False,True,0,,,,,9.0000,Flour,,,,,,,False,False,1,,,,,,False,264,,,,False,,,,,,
0051179161023,Swad Chappati Chakki Atta 20LB,11.5000,17.9900,,,,,,,,174,,,,,,,False,False,True,0,,,,,0.0000,Flour,,,,,,,False,False,1,,,,,,False,265,,,,False,,,,,,
0051179161153,Swad Chappati Chakki Atta 4LB,3.0000,4.4900,,,,,,,,174,,,,,,,False,False,True,0,,,,,5.0000,Flour,,,,,,,False,False,1,,,,,,False,266,,,,False,,,,,,
0051179161405,Swad Chappati Chakki  Atta 10LB,7.0000,9.9900,,,,,,,,174,,,,,,,False,False,True,0,,,,,3.0000,Flour,,,,,,,False,False,1,,,,,,False,267,,,,False,,,,,,
0051179171053,Swad Maida 2LB,1.7500,2.9900,,,,,,,,174,,,,,,,False,False,True,0,,,,,10.0000,Flour,,,,,,,False,False,1,,,,,,False,268,,,,False,,,,,,
0051179172609,Swad Bajri Flour 2LB,1.8100,2.9900,,,,,,,,174,,,,,,,False,False,True,0,,,,,15.0000,Flour,,,,,,,False,False,1,,,,,,False,269,,,,False,,,,,,
0051179174009,Swad Sooji Coarse 2LB,1.8000,2.9900,,,,,,,,178,,,,,,,False,False,True,0,,,,,1.0000,Rice & Millets,,,,,,,False,False,1,,,,,,False,270,,,,False,,,,,,
0051179174450,Swad Roasted Upma Sooji 2LB,,3.4900,,,,,,,,178,,,,,,,False,False,True,0,,,,,13.0000,Rice & Millets,,,,,,,False,False,1,,,,,,False,271,,,,,,,,,,
0051179174457,Swad Sooji Roasted 2LB,1.7500,3.4900,,,,,,,,178,,,,,,,False,False,True,0,,,,,20.0000,Rice & Millets,,,,,,,False,False,1,,,,,,False,272,,,,False,,,,,,
0051179190207,Swad Almonds 28oz,7.0000,11.9900,,,,,,,,207,,,,,,,False,False,True,0,,,,,6.0000,Nuts & Seeds,,,,,,,False,False,1,,,,,,False,273,,,,False,,,,,,
0051179191105,Swad Cashew Whole 400g,5.0000,7.9900,,,,,,,,207,,2,,,,,False,False,True,0,,,,,3.0000,Nuts & Seeds,,Raja Foods,,,,,False,False,1,,,,,,False,274,,,,False,,,,,,
0051179192409,Swad Peanuts Raw 28oz,2.7500,4.4900,,,,,,,,207,,,,,,,False,False,True,0,,,,,0.0000,Nuts & Seeds,,,,,,,False,False,1,4,,,,,False,275,,,,False,,,,,,
0051179192706,Swad Jumbo Peanuts 4LB,5.0000,6.5900,,,,,,,,207,,2,8,,,,False,False,False,0,,,,40.00,17.0000,Nuts & Seeds,,Raja Foods,,,,,False,False,1,6,,,,,False,276,,,,,,,,,,
0051179193154,Swad Premium Medjool Dates 2LB,10.0000,14.9900,,,,,,,,207,,2,,,,,False,False,True,0,,,,,8.0000,Nuts & Seeds,,Raja Foods,,,,,False,False,1,2,,,,,False,277,,,,,,,,,,
0051179193802,Swad Pistachio Green 14oz,9.5000,14.4900,,,,,,,,207,,,,,,,False,False,True,0,,,,,16.0000,Nuts & Seeds,,,,,,,False,False,1,,,,,,False,278,,,,False,,,,,,
0051179194205,Swad Golden Raisins 28oz,5.7000,7.9900,,,,,,,,207,,2,,,,,False,False,True,0,,,,,6.0000,Nuts & Seeds,,Raja Foods,,,,,False,False,1,4,,,,,False,279,,,,,,,,,,
0051179194809,Swad Raisins Green 200g,2.3500,3.4900,,,,,,,,207,,2,,,,,False,False,True,0,,,,,13.0000,Nuts & Seeds,,Raja Foods,,,,,False,False,1,4,,,,,False,280,,,,,,,,,,
0051179202009,Deep Sesame Oil 500ml,0.0000,4.6900,,,,,,,,176,,2,,,,,False,False,True,0,,,,,12.0000,Cooking Oil & Ghee,,Raja Foods,,,,,False,False,1,4,,,,,False,281,,,,,,,,,,
0051179202184,Swad Peanut Oil 32oz,4.2500,4.4900,,,,,,,,176,,,,,,,False,False,True,0,,,,,7.0000,Cooking Oil & Ghee,,,,,,,False,False,1,,,,,,False,282,,,,False,,,,,,
0051179202207,Swad Sunflower Oil 32oz,3.3400,4.8100,,,,,,,,176,,,,,,,False,False,False,0,,,,,5.0000,Cooking Oil & Ghee,,,,,,,False,False,1,3,,,,,False,283,,,,,,,,,,
0051179202504,Swad Ghee 1LB,8.2500,12.9900,,,,,,,,176,,,,,,,False,False,True,0,,,,,6.0000,Cooking Oil & Ghee,,,,,,,False,False,1,,,,,,False,284,,,,False,,,,,,
0051179203006,Swad Gingelly Oil 500ml,3.4000,5.4900,,,,,,,,176,,2,,,,,False,False,True,0,,,,,14.0000,Cooking Oil & Ghee,,Raja Foods,,,,,False,False,1,,,,,,False,285,,,,False,,,,,,
0051179204928,Swad Mustard oil btl 236ml,3.3300,4.9900,,,,,,,,176,,2,,,,,False,False,True,0,,,,,9.0000,Cooking Oil & Ghee,,Raja Foods,,,,,False,False,1,4,,,,,False,286,,,,,,,,,,
0051179210257,Swad Madras Papad,1.5000,2.4900,,,,,,,,175,,2,,,,,False,False,False,0,,,,,35.0000,Snacks,,Raja Foods,,,,,False,False,1,5,,,,,False,287,,,,,,,,,,
0051179220102,Swad Coriander Chutney 7.5oz,2.8300,3.8500,,,,,,,,202,,,,,,,False,False,True,0,,,,,2.0000,Pickle & Sauce,,,,,,,False,False,1,,,,,,False,288,,,,False,,,,,,
0051179220201,Swad Mint Chutney 7.5oz,2.8300,3.8500,,,,,,,,202,,,,,,,False,False,True,0,,,,,3.0000,Pickle & Sauce,,,,,,,False,False,1,,,,,,False,289,,,,False,,,,,,
0051179220324,Swad Tamarind & Dates Chutney 225gm,2.6600,3.7900,,,,,,,,202,,2,,,,,False,False,True,0,,,,,6.0000,Pickle & Sauce,,Raja Foods,,,,,False,False,1,3,,,,,False,290,,,,,,,,,,
0051179220409,Swad Green Chilli Chutney 7.5oz,2.8300,3.9900,,,,,,,,202,,,,,,,False,False,True,0,,,,,8.0000,Pickle & Sauce,,,,,,,False,False,1,,,,,,False,291,,,,False,,,,,,
0051179220423,Swad Tamarind & Dates Chutney 456g,3.5000,4.8200,,,,,,,,202,,2,12,,,,False,False,True,0,,,,42.00,13.0000,Pickle & Sauce,,Raja Foods,,,,,False,False,1,4,,,,,False,292,,,,,,,,,,
0051179220607,Swad Garlic Paste 7.5oz,2.8300,3.9900,,,,,,,,194,,,,,,,False,False,True,0,,,,,7.0000,Paste & Concentrate,,,,,,,False,False,1,,,,,,False,293,,,,False,,,,,,
0051179220850,Swad Pani Puri Concentrate,2.8300,4.4900,,,,,,,,185,,2,,,,,False,False,True,0,,,,,12.0000,Spice Mix,,Raja Foods,,,,,False,False,1,4,,,,,False,294,,,,,,,,,,
0051179220942,Swad Tomato Ketchup 500g,2.5000,3.4900,,,,,,,,202,,,,,,,False,False,True,0,,,,,0.0000,Pickle & Sauce,,,,,,,False,False,1,,,,,,False,295,,,,False,,,,,,
0051179224209,Swad Ginger Paste 24oz,5.3300,7.6900,,,,,,,,194,,,,,,,False,False,True,0,,,,,9.0000,Paste & Concentrate,,,,,,,False,False,1,,,,,,False,296,,,,False,,,,,,
0051179240407,Swad Sabudana poha 400 g,2.8000,4.1900,,,,,,,,175,,2,,,,,False,False,True,,,,,,10.0000,Snacks,,Raja Foods,,,,,False,False,1,3,,,,,False,297,,,,,,,,,,
0051179241367,Swad Phool Makhana 200g,6.7500,8.9900,,,,,,,,175,,2,,,,,False,False,False,0,,,,,1.0000,Snacks,,Raja Foods,,,,,False,False,1,5,,,,,False,298,,,,,,,,,,
0051179241657,Swad Roasted Chana with skin 400g,2.7500,3.9900,,,,,,,,175,,2,,,,,False,False,False,0,,,,,6.0000,Snacks,,Raja Foods,,,,,False,False,1,4,,,,,False,299,,,,,,,,,,
0051179241800,Swad Dalia Split 14OZ,1.8000,2.9900,,,,,,,,173,,,,,,,False,False,True,0,,,,,3.0000,Dals and Lentils,,,,,,,False,False,1,,,,,,False,300,,,,False,,,,,,
0051179263055,Deccan Jeerag Samba Rice 10 lb,11.2500,16.9900,,,,,,,,178,,,,,,,False,False,True,0,,,,,4.0000,Rice & Millets,,,,,,,False,False,1,,,,,,False,301,,,,False,,,,,,
0051179267008,Swad Sona Masoori Rice 20LB,14.0000,20.9900,,,,,,,,178,,,,,,,False,False,True,0,,,,,1.0000,Rice & Millets,,,,,,,False,False,1,,,,,,False,302,,,,False,,,,,,
0051179267114,Swad Ponni Raw Rice 10LB,7.7500,11.9900,,,,,,,,178,,,,,,,False,False,True,0,,,,,2.0000,Rice & Millets,,,,,,,False,False,1,,,,,,False,303,,,,False,,,,,,
0051179267152,Swad Ponni Boiled Rice 10LB,7.7500,11.9900,,,,,,,,178,,,,,,,False,False,True,0,,,,,2.0000,Rice & Millets,,,,,,,False,False,1,,,,,,False,304,,,,False,,,,,,
0051179267305,Swad idli rice 10LB,7.7500,11.9900,,,,,,,,178,,2,,,,,False,False,True,0,,,,,1.0000,Rice & Millets,,Raja Foods,,,,,False,False,1,1,,,,,False,305,,,,,,,,,,
0051179268807,Swad Quinoa Red,4.7500,6.9900,,,,,,,,178,,2,,,,,False,False,True,0,,,,,19.0000,Rice & Millets,,Raja Foods,,,,,False,False,1,4,,,,,False,306,,,,,,,,,,
0051179268906,Swad Chia Seeds 800g,5.0000,7.4900,,,,,,,,178,,2,,,,,False,False,False,0,,,,,19.0000,Rice & Millets,,Raja Foods,,,,,False,False,1,5,,,,,False,307,,,,,,,,,,
0051179279100,Swad Masala Popcorn,1.6600,2.4900,,,,,,,,175,,2,,,,,False,False,True,0,,,,,12.0000,Snacks,,Raja Foods,,,,,False,False,1,4,,,,,False,308,,,,,,,,,,
0051179300705,Swad Peanut Chikki 7oz,1.4200,2.2900,,,,,,,,175,,,,,,,False,False,True,0,,,,,0.0000,Snacks,,,,,,,False,False,1,,,,,,False,309,,,,False,,,,,,
0051179301092,Swad Cashew Chikki Bites,2.3200,3.4900,,,,,,,,175,,2,,,,,False,False,True,0,,,,,29.0000,Snacks,,Raja Foods,,,,,False,False,1,4,,,,,False,310,,,,,,,,,,
0051179301306,Swad Sugar Coated Sauf 100g,0.9000,1.4900,,,,,,,,196,,2,,,,,False,False,True,0,,,,,16.0000,Digestive & Refreshers,,Raja Foods,,,,,False,False,1,4,,,,,False,311,,,,,,,,,,
0051179301320,Swad Sugar Coated Fennel 200g,1.6000,2.3900,,,,,,,,196,,2,,,,,False,False,True,0,,,,,19.0000,Digestive & Refreshers,,Raja Foods,,,,,False,False,1,4,,,,,False,312,,,,,,,,,,
0051179303546,Swad Khari Masala 400g,3.4000,5.4900,,,,,,,,180,,2,,,,,False,False,True,0,,,,,10.0000,Biscuits and Cookies,,Raja Foods,,,,,False,False,1,4,,,,,False,313,,,,False,,,,,,
0051179307957,Swad Naan Khatai 200g,1.6000,2.9900,,,,,,,,180,,,,,,,False,False,True,0,,,,,11.0000,Biscuits and Cookies,,,,,,,False,False,1,,,,,,False,314,,,,False,,,,,,
0051179309357,Swad Bhel Puri 100g,0.9400,2.9900,,,,,,,,175,,2,,,,,False,False,True,0,,,,,22.0000,Snacks,,Raja Foods,,,,,False,False,1,5,,,,,False,315,,,,,,,,,,
0051179310209,Swad Ajwain Seeds 200g,2.2000,3.2900,,,,,,,,207,,2,,,,,False,False,True,0,,,,,11.0000,Nuts & Seeds,,Raja Foods,,,,,False,False,1,4,,,,,False,316,,,,,,,,,,
0051179310223,Swad Ajwain Seeds 100g,1.2500,1.7900,,,,,,,,207,,2,,,,,False,False,True,0,,,,,18.0000,Nuts & Seeds,,Raja Foods,,,,,False,False,1,4,,,,,False,317,,,,,,,,,,
0051179313002,Swad Whole Black Pepper 400g,6.0000,8.0700,,,,,,,,186,,2,20,,,,False,False,True,0,,,,120.00,15.0000,Masala & Spices,,Raja Foods,,,,,False,False,1,5,,,,,False,318,,,,,,,,,,
0051179314207,Swad Cardamom Seeds 7oz,7.7000,9.9900,,,,,,,,186,,,,,,,False,False,True,0,,,,,19.0000,Masala & Spices,,,,,,,False,False,1,,,,,,False,319,,,,False,,,,,,
0051179314603,Swad Char Magaz 100g,2.7500,3.9900,,,,,,,,186,,2,,,,,False,False,False,0,,,,,15.0000,Masala & Spices,,Raja Foods,,,,,False,False,1,5,,,,,False,320,,,,,,,,,,
0051179315006,Swad Chilli crushed 7oz,1.7000,2.9900,,,,,,,,186,,,,,,,False,False,True,0,,,,,17.0000,Masala & Spices,,,,,,,False,False,1,,,,,,False,321,,,,False,,,,,,
0051179316508,Swad Cinnamon Sticks (Round) 100g,2.0000,2.4900,,,,,,,,186,,2,20,,,,False,False,True,0,,,,40.00,16.0000,Masala & Spices,,Raja Foods,,,,,False,False,1,5,,,,,False,322,,,,,,,,,,
0051179316898,Swad Cinnamon Stick Flat 7oz,2.5000,3.9900,,,,,,,,186,,,,,,,False,False,True,0,,,,,6.0000,Masala & Spices,,,,,,,False,False,1,,,,,,False,323,,,,False,,,,,,
0051179316904,Swad Cinnamon Stick Flat 400g,4.0000,5.2900,,,,,,,,186,,2,20,,,,False,False,True,0,,,,80.00,16.0000,Masala & Spices,,Raja Foods,,,,,False,False,1,5,,,,,False,324,,,,,,,,,,
0051179316911,Swad Cinnamon Flat 100g,1.4500,1.8900,,,,,,,,186,,2,20,,,,False,False,True,0,,,,29.00,13.0000,Masala & Spices,,Raja Foods,,,,,False,False,1,5,,,,,False,325,,,,,,,,,,
0051179319806,Swad Dill Seeds 200gm,1.6000,2.3900,,,,,,,,186,,2,,,,,False,False,True,0,,,,,19.0000,Masala & Spices,,Raja Foods,,,,,False,False,1,4,,,,,False,326,,,,,,,,,,
0051179320604,Swad Fennel Seeds 200g,2.0000,2.9900,,,,,,,,186,,2,,,,,False,False,False,0,,,,,11.0000,Masala & Spices,,Raja Foods,,,,,False,False,1,5,,,,,False,327,,,,,,,,,,
0051179320703,Swad Fennel Seeds 400g,3.2500,4.7900,,,,,,,,207,,2,,,,,False,False,False,0,,,,,8.0000,Nuts & Seeds,,Raja Foods,,,,,False,False,1,4,,,,,False,328,,,,,,,,,,
0051179320956,Swad Fennel Powder 200gm,1.5000,2.9900,,,,,,,,186,,2,20,,,,False,False,True,,,,,30.00,20.0000,Masala & Spices,,Raja Foods,,,,,False,False,1,4,,,,,False,1830,,,,,,,,,,
0051179323605,Swad Kalonji 400g,2.9000,4.3900,,,,,,,,186,,2,,,,,False,False,True,0,,,,,17.0000,Masala & Spices,,Raja Foods,,,,,False,False,1,4,,,,,False,329,,,,,,,,,,
0051179325906,Swad Methi Seeds 400g,1.8000,2.7900,,,,,,,,207,,2,,,,,False,False,True,0,,,,,17.0000,Nuts & Seeds,,Raja Foods,,,,,False,False,1,4,,,,,False,330,,,,,,,,,,
0051179326507,Swad Mustard Seeds yellow 200g,1.0000,1.7900,,,,,,,,207,,2,,,,,False,False,True,0,,,,,16.0000,Nuts & Seeds,,Raja Foods,,,,,False,False,1,4,,,,,False,331,,,,,,,,,,
0051179326705,Swad Mustard Seeds 400g,1.8000,2.7900,,,,,,,,207,,2,,,,,False,False,True,0,,,,,0.0000,Nuts & Seeds,,Raja Foods,,,,,False,False,1,4,,,,,False,332,,,,,,,,,,
0051179327061,Swad Nutmeg Whl 3.5oz,3.0000,4.9400,,,,,,,,186,,,,,,,False,False,True,0,,,,,17.0000,Masala & Spices,,,,,,,False,False,1,,,,,,False,333,,,,False,,,,,,
0051179328303,Swad Poppy Seeds 7oz,3.5000,5.2900,,,,,,,,207,,,,,,,False,False,True,0,,,,,12.0000,Nuts & Seeds,,,,,,,False,False,1,,,,,,False,334,,,,False,,,,,,
0051179328709,Swad Tukmaria 200g,2.1000,3.1900,,,,,,,,186,,2,,,,,False,False,True,0,,,,,14.0000,Masala & Spices,,Raja Foods,,,,,False,False,1,4,,,,,False,335,,,,,,,,,,
0051179329058,Swad Turmeric whole 200g,1.4000,2.1900,,,,,,,,186,,2,,,,,False,False,True,0,,,,,19.0000,Masala & Spices,,Raja Foods,,,,,False,False,1,4,,,,,False,336,,,,,,,,,,
0051179329300,Swad White Sesame Seeds 400g,2.6500,3.9900,,,,,,,,207,,2,,,,,False,False,False,0,,,,,15.0000,Nuts & Seeds,,Raja Foods,,,,,False,False,1,5,,,,,False,337,,,,,,,,,,
0051179329355,Swad White Sesame Seeds 200g,1.6500,2.4900,,,,,,,,207,,2,20,,,,False,False,False,0,,,,33.00,12.0000,Nuts & Seeds,,Raja Foods,,,,,False,False,1,5,,,,,False,338,,,,,,,,,,
0051179329829,Swad Sesame Seeds black 200g,1.6500,2.4900,,,,,,,,207,,2,,,,,False,False,True,0,,,,,12.0000,Nuts & Seeds,,Raja Foods,,,,,False,False,1,4,,,,,False,339,,,,,,,,,,
0051179329881,Saffron (Spain) 1gm,3.8300,7.6900,,,,,,,,186,,,,,,,False,False,True,0,,,,,7.0000,Masala & Spices,,,,,,,False,False,1,,,,,,False,340,,,,False,,,,,,
0051179340107,Swad Amchur Powder 200g,2.1000,2.9900,,,,,,,,186,,2,,,,,False,False,False,0,,,,,18.0000,Masala & Spices,,Raja Foods,,,,,False,False,1,4,,,,,False,341,,,,,,,,,,
0051179340503,Swad Black Pepper coarse 200g,2.9000,3.7900,,,,,,,,186,,2,,,,,False,False,True,0,,,,,13.0000,Masala & Spices,,Raja Foods,,,,,False,False,1,4,,,,,False,342,,,,,,,,,,
0051179340602,Swad Black Pepper pwd 14oz,5.3500,6.9900,,,,,,,,186,,,,,,,False,False,True,0,,,,,19.0000,Masala & Spices,,,,,,,False,False,1,,,,,,False,343,,,,False,,,,,,
0051179340909,Swad Black Salt pwd 7oz,1.3500,2.4900,,,,,,,,186,,,,,,,False,False,True,0,,,,,11.0000,Masala & Spices,,,,,,,False,False,1,,,,,,False,344,,,,False,,,,,,
0051179341807,Swad Chilli pwd 7oz,1.6000,2.9900,,,,,,,,186,,,,,,,False,False,True,0,,,,,18.0000,Masala & Spices,,,,,,,False,False,1,,,,,,False,345,,,,False,,,,,,
0051179341920,Swad Kashmiri Chili pwd 400g,4.0000,5.9900,,,,,,,,186,,2,,,,,False,False,True,0,,,,,15.0000,Masala & Spices,,Raja Foods,,,,,False,False,1,4,,,,,False,346,,,,,,,,,,
0051179342002,Swad Chilli Powder 28oz,5.2000,7.9900,,,,,,,,186,,,,,,,False,False,True,0,,,,,8.0000,Masala & Spices,,,,,,,False,False,1,,,,,,False,347,,,,False,,,,,,
0051179343054,Swad Ex-hot chilli pwd 400g,2.6000,3.9900,,,,,,,,186,,2,,,,,False,False,True,0,,,,,18.0000,Masala & Spices,,Raja Foods,,,,,False,False,1,4,,,,,False,348,,,,,,,,,,
0051179343153,Swad Chili pwd XHot 800g,,7.9900,,,,,,,,186,,,,,,,False,False,True,0,,,,,-1.0000,Masala & Spices,,,,,,,False,False,1,,,,,,False,349,,,,,,,,,,
0051179347489,Swad Hing pwd 3.5oz,1.6700,2.4900,,,,,,,,186,,,,,,,False,False,True,0,,,,,6.0000,Masala & Spices,,,,,,,False,False,1,,,,,,False,350,,,,False,,,,,,
0051179348301,Swad Javentri whole 100g,7.2500,9.9900,,,,,,,,186,,2,,,,,False,False,True,0,,,,,15.0000,Masala & Spices,,Raja Foods,,,,,False,False,1,4,,,,,False,351,,,,,,,,,,
0051179348424,Swad Kala Jeera 3.5oz,1.7500,2.9900,,,,,,,,186,,,,,,,False,False,True,0,,,,,16.0000,Masala & Spices,,,,,,,False,False,1,,,,,,False,352,,,,False,,,,,,
0051179349957,Swad Nutmeg pwd,2.7500,3.9900,,,,,,,,186,,2,,,,,False,False,True,0,,,,,8.0000,Masala & Spices,,Raja Foods,,,,,False,False,1,4,,,,,False,353,,,,,,,,,,
0051179351318,Swad Turmeric whole 100g,1.0000,1.4900,,,,,,,,186,,2,,,,,False,False,True,0,,,,,18.0000,Masala & Spices,,Raja Foods,,,,,False,False,1,4,,,,,False,354,,,,,,,,,,
0051179351400,Swad Turmeric 400g,2.4000,3.7900,,,,,,,,186,,2,,,,,False,False,True,0,,,,,10.0000,Masala & Spices,,Raja Foods,,,,,False,False,1,4,,,,,False,355,,,,,,,,,,
0051179360013,Swad Food Color Yellow 25g,1.0000,1.9900,,,,,,,,193,,,,,,,False,False,True,0,,,,,11.0000,Baking,,,,,,,False,False,1,,,,,,False,356,,,,False,,,,,,
0051179360051,Swad Food Color Red 25g,1.0000,1.9900,,,,,,,,193,,,,,,,False,False,True,0,,,,,9.0000,Baking,,,,,,,False,False,1,,,,,,False,357,,,,False,,,,,,
0051179361980,Swad Kasoori Methi 100g,1.6200,3.9900,,,,,,,,186,,2,,,,,False,False,True,0,,,,,28.0000,Masala & Spices,,Raja Foods,,,,,False,False,1,5,,,,,False,358,,,,,,,,,,
0051179395107,Swad Maharaja Mukhwas 200g,2.0000,3.0900,,,,,,,,196,,,,,,,False,False,True,0,,,,,16.0000,Digestive & Refreshers,,,,,,,False,False,1,,,,,,False,359,,,,False,,,,,,
0051179395459,Swad Chatpati candy,1.5000,2.2400,,,,,,,,196,,2,,,,,False,False,True,0,,,,,32.0000,Digestive & Refreshers,,Raja Foods,,,,,False,False,1,5,,,,,False,360,,,,,,,,,,
0051179396401,Swad Banarasi Paan,2.0800,2.8500,,,,,,,,196,,,,,,,False,False,True,0,,,,,11.0000,Digestive & Refreshers,,,,,,,False,False,1,,,,,,False,361,,,,,,,,,,
0051179396500,Swad Paan Bite Chews 60pcs,2.2000,3.4900,,,,,,,,196,,2,,,,,False,False,True,0,,,,,11.0000,Digestive & Refreshers,,Raja Foods,,,,,False,False,1,5,,,,,False,362,,,,,,,,,,
0051179610347,Swad Ginger pwd Bottle 150g,2.0000,2.9900,,,,,,,,186,,2,,,,,False,False,False,0,,,,,12.0000,Masala & Spices,,Raja Foods,,,,,False,False,1,4,,,,,False,363,,,,,,,,,,
0051179611054,Swad Garlic pwd Bottle 130g,1.2500,1.9900,,,,,,,,186,,2,,,,,False,False,False,0,,,,,23.0000,Masala & Spices,,Raja Foods,,,,,False,False,1,4,,,,,False,364,,,,,,,,,,
0051179900721,Swad Paneer Block 14oz,4.1200,6.4900,,,,,,,,204,,2,,,,,False,False,True,0,,,,,2.0000,Dairy,,Raja Foods,,,,,False,False,1,5,,,,,False,365,,,,,,,,,,
0051179900745,Swad Paneer Cubes 8oz,2.9500,4.4900,,,,,,,,204,,2,,,,,False,False,True,0,,,,,9.0000,Dairy,,Raja Foods,,,,,False,False,1,5,,,,,False,366,,,,,,,,,,
0051179917354,Swad Chappati Whl Wheat 10pcs,1.7000,2.9900,,,,,,,,190,,2,,,,,False,False,True,0,,,,,15.0000,Naan & Paratha,,Raja Foods,,,,,False,False,1,5,,,,,False,367,,,,,,,,,,
0051179917408,Swad Chappati Fmly Pack 30pcs,4.5000,6.9900,,,,,,,,190,,2,,,,,False,False,True,0,,,,,5.0000,Naan & Paratha,,Raja Foods,,,,,False,False,1,4,,,,,False,368,,,,,,,,,,
0051179932579,Mysore Woodland Idli 6pcs,2.0800,2.9900,,,,,,,,205,,2,,,,,False,False,True,0,,,,,11.0000,Ready To Eat,,Raja Foods,,,,,False,False,1,,,,,,False,369,,,,,,,,,,
0051179940956,Swad Kaju Katri no sugar,6.2500,8.6800,,,,,,,,192,,2,,,,,False,False,True,0,,,,,8.0000,Desserts & Ice Cream,,Raja Foods,,,,,False,False,1,4,,,,,False,370,,,,,,,,,,
0051179975019,Janaki Mullu Muruku 200g,1.9200,2.9900,,,,,,,,175,,,,,,,False,False,True,,,,,,10.0000,Snacks,,,,,,,False,False,0,,,,,,False,371,,,,False,,,,,,
0051179975040,Janaki Spicy Boondi 200g,1.9200,2.9900,,,,,,,,175,,,,,,,False,False,True,,,,,,8.0000,Snacks,,,,,,,False,False,0,,,,,,False,372,,,,False,,,,,,
0051179975064,Janaki Molagapodi 3.5oz,1.3000,2.4900,,,,,,,,185,,,,,,,False,False,True,,,,,,15.0000,Spice Mix,,,,,,,False,False,1,,,,,,False,373,,,,False,,,,,,
0051179975125,Janaki Mixture,1.8300,2.9900,,,,,,,,175,,2,,,,,False,False,True,,,,,,7.0000,Snacks,,Raja Foods,,,,,False,False,1,4,,,,,False,374,,,,,,,,,,
0051179975132,Plain Boondi 200g,1.9200,2.6900,,,,,,,,175,,,,,,,False,False,True,,,,,,19.0000,Snacks,,,,,,,False,False,0,,,,,,False,375,,,,False,,,,,,
0051179975156,Janaki's Spicy corn flakes,1.5800,2.6900,,,,,,,,175,,2,,,,,False,False,True,,,,,,9.0000,Snacks,,Raja Foods,,,,,False,False,1,4,,,,,False,376,,,,,,,,,,
0051179980044,Swad Amla pwd Bottle 200g,1.8300,2.9900,,,,,,,,196,,,,,,,False,False,True,0,,,,,10.0000,Digestive & Refreshers,,,,,,,False,False,1,,,,,,False,377,,,,False,,,,,,
0051179980082,Aritha Whole 3.5oz,1.0000,1.9900,,,,,,,,198,,,,,,,False,False,True,0,,,,,12.0000,Personal Care,,,,,,,False,False,1,,,,,,False,378,,,,False,,,,,,
0051179982512,Swad Cocktail Samosa 40pcs,3.0800,4.9900,,,,,,,,205,,2,,,,,False,False,True,0,,,,,0.0000,Ready To Eat,,Raja Foods,,,,,False,False,1,5,,,,,False,379,,,,,,,,,,
0051179982543,Swad Punjabi Mini Samosa 12pcs,4.6000,5.9900,,,,,,,,205,,2,10,,,,False,False,True,0,,,,46.00,10.0000,Ready To Eat,,Raja Foods,,,,,False,False,1,5,,,,,False,380,,,,,,,,,,
0051179982628,Swad Vada for Dahi Wada 250g,2.5000,2.9900,,,,,,,,205,,2,,,,,False,False,True,0,,,,,6.0000,Ready To Eat,,Raja Foods,,,,,False,False,1,,,,,,False,381,,,,,,,,,,
0051179982666,Swad Punjabi Jumbo Samosa 25pcs,11.5000,16.9900,,,,,,,,205,,2,,,,,False,False,True,0,,,,,9.0000,Ready To Eat,,Raja Foods,,,,,False,False,1,2,,,,,False,382,,,,,,,,,,
0051179996700,Swad Tandoori Naan Fmly Pack 16pcs,5.8300,7.9900,,,,,,,,190,,2,,,,,False,False,True,0,,,,,0.0000,Naan & Paratha,,Raja Foods,,,,,False,False,1,3,,,,,False,383,,,,,,,,,,
0051907892809,Rajbhog Rose Water 200ml,1.4600,2.1900,,,,,,,,193,,8,,,,,False,False,True,0,,,,,12.0000,Baking,,Annapurna,,,,,False,False,1,3,,,,,False,1705,,,,,,,,,,
