upc,description,cost,normal_price,special_price,specialcost,pricemethod,groupprice,quantity,start_date,end_date,departmentId,sectionId,vendorId,pack,size,tax,fee,foodstamp,scale,active,wicable,validage,PLU,UnitOfMeasure,case_cost,QuantityOnHand,dept_name,section_name,vendor_name,tareweight,linkedUpc,expiration_date,cert_code,deleted,HideFromECommerce,discount,LowInventoryAlert,ReOrderQuantity,ProductCode,EPlumLabelFormatNo,EPlumDeptNo,ScaleByCount,ECommerceId,ECommercePackWeight,ECommercePrice,ECommerceSalePrice,ECommerceOnSale,ECommerceUnitDescription,ECommerceDescription,ECommerceSummary,CasScaleIngredients,CasScaleNutrition,CasScalePluType
0000000000001,Green Beans,2.7500,3.4900,,,,,,,,51,,6,,,,,False,True,True,0,,,,0.00,6.0000,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,,,,,,False,4,,,,,,,,,,
0000000000009,Idaho Potatoes,0.3500,0.7900,,,,,,,,51,,,,,,,False,True,True,0,,,,,2.0700,Veggies,,,,,,,False,False,1,3,,,,,False,5,,,,,,,,,,
0000000000013,Carrots,0.5000,0.9900,,,,,,,,51,,6,,,,,False,True,False,0,,,,,0.8900,Veggies,,Carlo Junior (Veggie),,,,,False,False,0,,,,,,False,6,,,,,,,,,,
0000000000060,Lemon small (each),0.2000,0.4000,,,,,,,,51,,16,,,,,False,False,True,0,,,,,-2.0000,Veggies,,Al-Haramain,,,,,False,False,1,4,,,,,False,7,,,,,,,,,,
0000000000065,Bottle Gourd,1.3100,2.4900,,,,,,,,51,,,,,,,False,True,True,0,,,,,-42.7300,Veggies,,,,,,,False,False,1,,,,,,False,8,,,,,,,,,,
0000000000075,Lemon big (each),,0.6000,,,,,,,,51,,6,,,,,False,False,True,,,,,,66.0000,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,,,,,,False,9,,,,,,,,,,
0000000000205,Sinqua - Ridge gourd (Turia),1.8300,2.7900,,,,,,,,51,,6,,,,,False,True,False,0,,,,,7.5000,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,,,,,,False,10,,,,,,,,,,
0000000000206,Yucca Root,2.2300,2.9900,,,,,,,,51,,,,,,,False,True,False,0,,,,,1.0000,Veggies,,,,,,,False,False,1,,,,,,False,11,,,,,,,,,,
0000000000207,Eddos,1.3400,2.4900,,,,,,,,51,,,,,,,False,True,False,0,,,,,-5.2100,Veggies,,,,,,,False,False,1,,,,,,False,12,,,,,,,,,,
0000000000208,Squash Donqua,2.5900,3.3700,,,,,,,,51,,,,,,,False,True,False,0,,,,,,Veggies,,,,,,,False,False,1,,,,,,False,13,,,,,,,,,,
0000000000209,Squash yellow,0.6900,0.9000,,,,,,,,51,,,,,,,False,True,False,0,,,,,-1.3700,Veggies,,,,,,,False,False,0,,,,,,False,14,,,,,,,,,,
0000000000210,White / Daikon Radish,1.1000,1.7900,,,,,,,,51,,6,,,,,False,True,False,0,,,,,3.3300,Veggies,,Carlo Junior (Veggie),,,,,False,False,0,,,,,,False,15,,,,,,,,,,
0000000000211,Yukon gold potato small,0.8600,1.2900,,,,,,,,51,,6,,,,,False,True,False,0,,,,,3.2000,Veggies,,Carlo Junior (Veggie),,,,,False,False,0,2,,,,,False,16,,,,,,,,,,
0000000000390,Irani Samosa,0.5000,0.7500,,,,,,,,98,,18,,,,,False,False,True,,,,,,-353.0000,Hot Foods,,Goat Restaurant,,,,,False,False,1,,,,,,False,17,,,,,,,,,,
0000000000501,White Pumpkin,1.2500,2.6900,,,,,,,,51,,,,,,,False,True,True,0,,,,,6.0000,Veggies,,,,,,,False,False,1,3,,,,,False,18,,,,,,,,,,
0000000000502,Plantain,1.6900,2.4900,,,,,,,,51,,,,,,,False,True,True,,,,,,3.4400,Veggies,,,,,,,False,False,1,,,,,,False,19,,,,,,,,,,
0000000000503,Masala Vada,0.7500,1.0000,,,,,,,,98,,,,,,,False,False,True,,,,,,,Hot Foods,,,,,,,False,False,1,,,,,,False,20,,,,,,,,,,
0000000000576,Doseki,1.2700,2.4900,,,,,,,,51,,6,,,,,False,True,True,,,,,,24.6300,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,,,,,,False,21,,,,,,,,,,
0000000000794,Avocado,0.7500,1.4900,,,,,,,,51,,6,,,,,False,False,True,,,,,,15.0000,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,4,,,,,False,1715,,,,,,,,,,
0000000001025,Banana Flower,1.4900,1.5000,,,,,,,,51,,6,,,,,False,True,True,,,,,,30.7100,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,,,,,,False,22,,,,,,,,,,
0000000001027,Basil (per lb),1.8300,1.9900,,,,,,,,51,,,,,,,False,True,True,,,,,,1.0000,Veggies,,,,,,,False,False,1,,,,,,False,23,,,,,,,,,,
0000000001030,Bean Sprout,1.2500,1.9900,,,,,,,,51,,,,,,,False,True,True,,,,,,6.0000,Veggies,,,,,,,False,False,1,,,,,,False,24,,,,,,,,,,
0000000001031,Beet Root (per lb),3.0600,4.4900,,,,,,,,51,,6,,,,,False,True,True,0,,,,,6.9400,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,2,,,,,False,25,,,,,,,,,,
0000000001055,Cabbage (each),1.2500,1.9900,,,,,,,,51,,16,,,,,False,False,True,,,,,,0.0000,Veggies,,Al-Haramain,,,,,False,False,1,1,,,,,False,26,,,,,,,,,,
0000000001061,Carrot 1lb bag,1.0000,1.7900,,,,,,,,51,,6,,,,,False,False,True,,,,,,10.0000,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,,,,,,False,27,,,,,,,,,,
0000000001067,Cauliflower,2.8300,3.9900,,,,,,,,51,,6,,,,,False,False,True,0,,,,,4.0000,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,1,,,,,False,28,,,,,,,,,,
0000000001073,Chayote (per lb),2.3900,2.7900,,,,,,,,51,,6,,,,,False,True,True,,,,,,-0.2400,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,,,,,,False,29,,,,,,,,,,
0000000001089,Cilantro (bunch),0.3300,0.8900,,,,,,,,51,,16,,,,,False,False,True,0,,,,,-21.0000,Veggies,,Al-Haramain,,,,,False,False,1,4,,,,,False,30,,,,,,,,,,
0000000001092,Coconut (each),2.4900,3.4900,,,,,,,,51,,6,,,,,False,False,True,0,,,,,0.0000,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,,,,,,False,31,,,,,,,,,,
0000000001104,Fresh Corn (pack),1.0000,1.5900,,,,,,,,51,,,,,,,False,False,True,0,,,,,0.0000,Veggies,,,,,,,False,False,1,,,,,,False,32,,,,,,,,,,
0000000001114,Curry Leaves (bunch),1.0000,1.7900,,,,,,,,51,,6,,,,,False,False,True,,,,,,-53.0000,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,,,,,,False,33,,,,,,,,,,
0000000001142,Ginger Root (small),,3.4900,,,,,,,,51,,6,,,,,False,True,True,0,,,,,-21.8100,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,,,,,,False,34,,,,,,,,,,
0000000001147,Garlic,1.8300,4.4900,,,,,,,,51,,,,,,,False,True,True,,,,,,33.3500,Veggies,,,,,,,False,False,1,,,,,,False,35,,,,,,,,,,
0000000001148,Ginger Root (big),2.0000,2.7900,,,,,,,,51,,6,,,,,False,True,True,0,,,,,5.5300,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,,,,,,False,36,,,,,,,,,,
0000000001159,Green Mango,1.8500,3.9900,,,,,,,,51,,6,,,,,False,True,True,,,,,,1.3100,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,3,,,,,False,37,,,,,,,,,,
0000000001162,Green Pepper (each),0.3000,0.5000,,,,,,,,51,,6,,,,,False,False,True,,,,,,21.0000,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,4,,,,,False,38,,,,,,,,,,
0000000001178,Karela / Indian Bittermelon,2.4800,3.4900,,,,,,,,51,,6,,,,,False,True,True,0,,,,,7.0400,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,2,,,,,False,39,,,,,,,,,,
0000000001180,Indian Eggplant FL,2.5000,2.9900,,,,,,,,51,,6,,,,,False,True,True,,,,,,2.1500,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,,,,,,False,40,,,,,,,,,,
0000000001182,Jackfruit,,1.9900,,,,,,,,51,,6,,,,,False,True,True,,,,,,-15.6100,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,,,,,,False,41,,,,,,,,,,
0000000001205,Lime (each),0.1300,0.4000,,,,,,,,51,,,,,,,False,False,True,,,,,,7.0000,Veggies,,,,,,,False,False,1,,,,,,False,42,,,,,,,,,,
0000000001211,Green Chilli Long /lb,,4.7900,,,,,,,,51,,6,,,,,False,True,True,,,,,,16.0700,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,,,,,,False,43,,,,,,,,,,
0000000001217,Mango leaves /lb,,1.9900,,,,,,,,51,,6,,,,,False,True,True,,,,,,9.7500,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,,,,,,False,44,,,,,,,,,,
0000000001224,Mint (bunch),0.6200,1.2900,,,,,,,,51,,6,13,,,,False,False,True,0,,,,8.00,13.0000,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,1,,,,,False,45,,,,,,,,,,
0000000001252,Okra (per lb),3.9900,4.9900,,,,,,,,51,,6,,,,,False,True,True,0,,,,45.50,11.2400,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,4,,,,,False,46,,,,,,,,,,
0000000001298,Plantain (per lb),1.8300,1.9900,,,,,,,,51,,6,,,,,False,True,True,0,,,,,44.6700,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,,,,,,False,47,,,,,,,,,,
0000000001306,Sweet Potato (per lb),,0.9900,,,,,,,,51,,6,,,,,False,True,True,,,,,,2.0900,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,,,,,,False,48,,,,,,,,,,
0000000001333,Red Onion (per lb),0.6000,1.9900,,,,,,,,51,,6,,,,,False,True,True,,,,,,-36.2200,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,,,,,,False,49,,,,,,,,,,
0000000001335,Red Onion bag,1.9600,3.4900,,,,,,,,51,,6,12,,,,False,False,True,0,,,,23.50,12.0000,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,4,,,,,False,50,,,,,,,,,,
0000000001336,Roma Tomatoes (per lb),1.4400,1.9900,,,,,,,,51,,16,25,,,,False,True,True,0,,,,36.00,18.4200,Veggies,,Al-Haramain,,,,,False,False,1,4,,,,,False,51,,,,,,,,,,
0000000001339,Pearl Red Onion bag,1.8400,3.9900,,,,,,,,51,,6,,,,,False,False,True,,,,,,-5.0000,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,3,,,,,False,52,,,,,,,,,,
0000000001370,Snake Gourd (per lb),,2.4900,,,,,,,,51,,6,,,,,False,True,True,,,,,,26.7100,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,,,,,,False,53,,,,,,,,,,
0000000001400,Green Chilli small (per lb),2.3200,4.7900,,,,,,,,51,,6,,,,,False,True,True,0,,,,,7.4300,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,2,,,,,False,54,,,,,,,,,,
0000000001405,Tindora (per lb),3.0000,4.2900,,,,,,,,51,,6,,,,,False,True,True,,,,,,-0.2500,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,,,,,,False,55,,,,,,,,,,
0000000001427,White Onion,1.8300,2.7500,,,,,,,,51,,,,,,,False,True,True,,,,,,32.9400,Veggies,,,,,,,False,False,1,,,,,,False,56,,,,,,,,,,
0000000001428,Yelllow Onion 3lb bag,1.0000,2.4900,,,,,,,,51,,,,,,,False,False,True,0,,,,,2.0000,Veggies,,,,,,,False,False,1,,,,,,False,57,,,,,,,,,,
0000000001430,Yam,0.6600,1.7900,,,,,,,,51,,6,,,,,False,True,True,,,,,,8.0000,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,,,,,,False,58,,,,,,,,,,
0000000001575,Gongura Leaves (per lb),3.9900,3.9900,,,,,,,,51,,6,,,,,False,True,True,,,,,,8.0300,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,,,,,,False,59,,,,,,,,,,
0000000001631,Turmeric yellow (per lb),,5.9900,,,,,,,,51,,6,,,,,False,True,True,,,,,,10.8500,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,,,,,,False,60,,,,,,,,,,
0000000001691,Baby Banana (per lb),1.1200,2.7900,,,,,,,,51,,6,,,,,False,True,True,,,,,,12.5300,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,2,,,,,False,61,,,,,,,,,,
0000000002003,Methi Leaves,1.2500,2.7900,,,,,,,,51,,,,,,,False,False,True,,,,,,0.0000,Veggies,,,,,,,False,False,1,,,,,,False,62,,,,,,,,,,
0000000002100,Nizam Betelnut,0.0700,0.2000,,,,,,,,20,,,,,,,False,False,True,0,,,,,250.0000,Generic,,,,,,,False,False,1,,,,,,False,63,,,,,,,,,,
0000000004008,Papaya,2.3600,3.9900,,,,,,,,51,,6,,,,,False,False,True,,,,,,31.0000,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,4,,,,,False,64,,,,,,,,,,
0000000004598,Pav Buns 8ct,3.2000,4.4900,,,,,,,,175,,,5,,,,False,False,True,,,,,16.00,2.0000,Snacks,,,,,,,False,False,1,2,,,,,False,65,,,,False,,,,,,
0000000006546,Burro Banana,1.2900,2.2900,,,,,,,,51,,,,,,,False,True,True,,,,,,-1.4400,Veggies,,,,,,,False,False,1,,,,,,False,66,,,,,,,,,,
0000000006605,Red Thottakura,2.4900,2.7900,,,,,,,,51,,,,,,,False,False,False,0,,,,,1.0000,Veggies,,,,,,,False,False,0,,,,,,False,67,,,,,,,,,,
0000000006748,Dulhan Mehendi Cone,1.0000,1.9900,,,,,,,,20,,11,12,,,,False,False,True,,,,,12.00,10.0000,Generic,,TN Foods INC,,,,,False,False,1,2,,,,,False,1838,,,,,,,,,,
0000000008976,Pea Pod,5.3000,5.9900,,,,,,,,51,,6,,,,,False,True,True,,,,,,2.5000,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,,,,,,False,68,,,,,,,,,,
0000000009700,Thai Guava,3.4000,4.4900,,,,,,,,51,,6,,,,,False,True,True,,,,,,-5.2800,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,2,,,,,False,69,,,,,,,,,,
0000000012001,Tomatoes,1.3000,1.9900,,,,,,,,51,,6,,,,,False,True,True,,,,,,-2.7800,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,,,,,,False,70,,,,,,,,,,
0000000020336,Guvar Bean,2.5500,3.9900,,,,,,,,51,,6,,,,,False,True,True,,,,,,20.0000,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,3,,,,,False,71,,,,,,,,,,
0000000023007,DrumStick Leaves,6.5000,8.9900,,,,,,,,51,,6,,,,,False,True,True,0,,,,,9.2900,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,2,,,,,False,72,,,,,,,,,,
0000000035002,Pumpkin / Calabaza,0.8300,1.9900,,,,,,,,51,,6,,,,,False,True,True,,,,,,18.7600,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,4,,,,,False,73,,,,,,,,,,
0000000057300,Butternut Squash,0.5000,1.4900,,,,,,,,51,,,,,,,False,True,True,0,,,,,4.2800,Veggies,,,,,,,False,False,1,1,,,,,False,74,,,,,,,,,,
0000000869005,Broccoli,1.4300,2.1500,,,,,,,,51,,6,,,,,False,False,True,,,,,,7.0000,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,2,,,,,False,75,,,,,,,,,,
0000000869111,Cucumber Super select,0.5000,0.7900,,,,,,,,51,,6,,,,,False,False,True,,,,,,9.0000,Veggies,,Carlo Junior (Veggie),,,,,False,False,1,,,,,,False,76,,,,,,,,,,
0000000897001,Fresh Rotis,4.0000,4.9900,,,,,,,,20,,20,,,,,False,False,True,,,,,,-1.0000,Generic,,Roti Point,,,,,False,False,1,2,,,,,False,77,,,,,,,,,,
0000000900671,Samosa (big),0.9500,1.4900,,,,,,,,98,,18,,,,,False,False,True,0,,,,,-14.0000,Hot Foods,,Goat Restaurant,,,,,False,False,1,,,,,,False,78,,,,,,,,,,
0000000987339,Kinder Joy,1.3200,2.9900,,,,,,,,197,,,,,,,False,False,True,,,,,,97.0000,Chocolates,,,,,,,False,False,1,4,,,,,False,79,,,,,,,,,,
0000003424005,Hershey Milk Chocolate,0.6600,1.2900,,,,,,,,197,,9,,,,,False,False,True,,,,,,2.0000,Chocolates,,Papaya,,,,,False,False,1,1,,,,,False,80,,,,,,,,,,
0000050201013,Cadbury flake 32g,1.0400,1.7900,,,,,,,,197,,12,,,,,False,False,True,,,,,,30.0000,Chocolates,,House of Spice,,,,,False,False,1,3,,,,,False,1708,,,,,,,,,,
0000050312351,Cadbury Flake 32gm,1.2500,1.7900,,,,,,,,197,,7,,,,,False,False,True,0,,,,,1.0000,Chocolates,,Moghul Foods,,,,,False,False,1,5,,,,,False,81,,,,False,,,,,,
0000080768258,Kinder Joy (girl),1.3200,2.4900,,,,,,,,175,,,,,,,False,False,True,,,,,,47.0000,Snacks,,,,,,,False,False,1,,,,,,,1778,,,,,,,,,,
0000080974482,Kinder Joy (boy),1.3200,2.4900,,,,,,,,175,,,,,,,False,False,True,,,,,,-2.0000,Snacks,,,,,,,False,False,1,,,,,,,1777,,,,,,,,,,
0000089003978,Iodex,2.7500,3.9900,,,,,,,,198,,,,,,,False,False,False,0,,,,,12.0000,Personal Care,,,,,,,False,False,0,,,,,,False,82,,,,,,,,,,
0009800820023,Nutella B-Ready,0.7500,1.9900,,,,,,,,197,,,,,,,False,False,True,,,,,,0.0000,Chocolates,,,,,,,False,False,1,,,,,,False,83,,,,,,,,,,
0011156000141,Tetley Ginger 72bags,4.1600,5.4900,,,,,,,,187,,7,,,,,False,False,True,0,,,,,8.0000,Tea & Coffee,,Moghul Foods,,,,,False,False,1,2,,,,,False,84,,,,,,,,,,
0011156000158,Tetley Masala 72ct Tea Bags,3.3300,4.9900,,,,,,,,187,,,,,,,False,False,True,0,,,,,5.0000,Tea & Coffee,,,,,,,False,False,1,,,,,,False,85,,,,False,,,,,,
0011156000202,Tetley Loose leaf blk tea 450g,3.2500,4.5900,,,,,,,,187,,1,,,,,False,False,True,0,,,,,10.0000,Tea & Coffee,,Premier Foods,,,,,False,False,1,2,,,,,False,86,,,,,,,,,,
0011156000233,Tata Elaichi Chai 50 bags,2.7500,3.8900,,,,,,,,187,,1,,,,,False,False,True,0,,,,,10.0000,Tea & Coffee,,Premier Foods,,,,,False,False,1,4,,,,,False,87,,,,,,,,,,
0011156000240,Tata ginger chai 50 bags,2.7500,3.8900,,,,,,,,187,,1,,,,,False,False,True,0,,,,,10.0000,Tea & Coffee,,Premier Foods,,,,,False,False,1,4,,,,,False,88,,,,,,,,,,
0011156000257,Tata Masala Chai 50 bags,2.5000,3.6900,,,,,,,,187,,1,,,,,False,False,False,0,,,,,9.0000,Tea & Coffee,,Premier Foods,,,,,False,False,1,4,,,,,False,89,,,,,,,,,,
0011156000301,Tetley Green Tea Honey 72ct,4.1600,5.4900,,,,,,,,187,,,,,,,False,False,False,0,,,,,11.0000,Tea & Coffee,,,,,,,False,False,1,,,,,,False,90,,,,,,,,,,
0011156059880,Tata Tea Gold blk 450g,4.0500,5.7900,,,,,,,,187,,1,,,,,False,False,False,0,,,,,19.0000,Tea & Coffee,,Premier Foods,,,,,False,False,1,4,,,,,False,91,,,,,,,,,,
0011156059903,Tata Tea Premium blk 450g,4.0500,5.7900,,,,,,,,187,,1,,,,,False,False,False,0,,,,,23.0000,Tea & Coffee,,Premier Foods,,,,,False,False,1,4,,,,,False,92,,,,,,,,,,
0011156059910,Tata Tea Premium blk 900g,8.0900,11.4900,,,,,,,,187,,1,,,,,False,False,False,0,,,,,10.0000,Tea & Coffee,,Premier Foods,,,,,False,False,1,4,,,,,False,93,,,,,,,,,,
0011433021289,Bansi Papadi 14.1oz,2.7500,4.4900,,,,,,,,175,,,,,,,False,False,True,,,,,,10.0000,Snacks,,,,,,,False,False,1,,,,,,False,94,,,,,,,,,,
0011433021319,Deep Bhel Mix 12oz,2.7500,4.4900,,,,,,,,175,,3,,,,,False,False,True,0,,,,,4.0000,Snacks,,Chetak Chicago LLC,,,,25,False,False,1,6,,,,,False,95,,,,,,,,,,
0011433021357,Deep Sev Regular 12 oz,2.7500,4.4900,,,,,,,,175,,3,,,,,False,False,True,0,,,,,0.0000,Snacks,,Chetak Chicago LLC,,,,60,False,False,1,6,,,,,False,96,,,,,,,,,,
0011433061414,Mirch Masala Boondi 340gm,2.5000,5.4900,,,,,,,,175,,3,15,,,,False,False,True,,,,,37.50,14.0000,Snacks,,Chetak Chicago LLC,,,,13M,False,False,1,4,,,,,False,1725,,,,,,,,,,
0011433071123,Deep Turmeric pwd 14oz,2.3000,3.9900,,,,,,,,186,,3,,,,,False,False,True,0,,,,,18.0000,Masala & Spices,,Chetak Chicago LLC,,,,S103,False,False,1,10,,,,,False,97,,,,,,,,,,
0011433071154,Deep Cumin Seeds 14oz,2.8000,5.4900,,,,,,,,186,,3,20,,,,False,False,True,0,,,,56.00,24.0000,Masala & Spices,,Chetak Chicago LLC,,,,S15,False,False,1,5,,,,,False,98,,,,,,,,,,
0011433071161,Deep Cumin Pwd 400g,3.7000,5.4900,,,,,,,,186,,3,,,,,False,False,True,0,,,,,18.0000,Masala & Spices,,Chetak Chicago LLC,,,,S16,False,False,1,10,,,,,False,99,,,,,,,,,,
0011433071192,Deep Fenugreek Seeds 400g,1.2000,2.9900,,,,,,,,186,,3,,,,,False,False,True,0,,,,,13.0000,Masala & Spices,,Chetak Chicago LLC,,,,S19,False,False,1,4,,,,,False,100,,,,,,,,,,
0011433073127,Deep Turmeric pwd 7oz,1.8900,2.6900,,,,,,,,186,,3,,,,,False,False,True,0,,,,,17.0000,Masala & Spices,,Chetak Chicago LLC,,,,,False,False,1,5,,,,,False,101,,,,,,,,,,
0011433073158,Deep Cumin seeds 200g,1.9500,2.9900,,,,,,,,186,,3,,,,,False,False,True,0,,,,,0.0000,Masala & Spices,,Chetak Chicago LLC,,,,,False,False,1,4,,,,,False,102,,,,,,,,,,
0011433073196,Deep Fenugreek Seeds 400g,0.8000,1.7900,,,,,,,,186,,3,20,,,,False,False,False,0,,,,16.00,20.0000,Masala & Spices,,Chetak Chicago LLC,,,,S19,False,False,1,5,,,,,False,1825,,,,,,,,,,
0011433110730,Bansi Roasted Channa 200gm,1.3000,1.9900,,,,,,,,175,,3,20,,,,False,False,True,,,,,26.00,15.0000,Snacks,,Chetak Chicago LLC,,,,,False,False,1,6,,,,,False,1749,,,,,,,,,,
0011433111744,Deep Red Chili X Hot14oz,2.6500,3.9900,,,,,,,,186,,3,,,,,False,False,True,0,,,,,15.0000,Masala & Spices,,Chetak Chicago LLC,,,,S29,False,False,1,10,,,,,False,103,,,,,,,,,,
0011433112673,Deep Black cardamom 3.5oz,5.5000,6.7400,,,,,,,,186,,,,,,,False,False,False,0,,,,,14.0000,Masala & Spices,,,,,,,False,False,1,5,,,,,False,104,,,,,,,,,,
0011433112987,Deep Mango Drink 250ml,0.6000,1.9900,,,,,,,,183,,3,,,,,False,False,True,0,,,,,17.0000,Drinks,,Chetak Chicago LLC,,,,T87,False,False,1,10,,,,,False,105,,,,,,,,,,
0011433113076,Deep Toor Dal 2lb,2.7000,3.8400,,,,,,,,173,,,,,,,False,False,False,0,,,,,18.0000,Dals and Lentils,,,,,,,False,False,1,4,,,,,False,106,,,,,,,,,,
0011433113090,Deep Toor Dal 4lb,5.4000,7.6900,,,,,,,,173,,,,,,,False,False,False,0,,,,,3.0000,Dals and Lentils,,,,,,,False,False,1,4,,,,,False,107,,,,,,,,,,
0011433113106,Deep Toor Dal Oily 4lb,5.2000,7.4900,,,,,,,,173,,3,,,,,False,False,True,0,,,,,8.0000,Dals and Lentils,,Chetak Chicago LLC,,,,L11,False,False,1,5,,,,,False,108,,,,,,,,,,
0011433113250,Deep Channa Dal Split 2 lbs,1.9000,3.4900,,,,,,,,173,,3,,,,,False,False,True,0,,,,,17.0000,Dals and Lentils,,Chetak Chicago LLC,,,,L14,False,False,1,10,,,,,False,109,,,,,,,,,,
0011433113267,Deep Masoor Dal 2lb,1.9500,3.4900,,,,,,,,173,,3,,,,,False,False,True,0,,,,,10.0000,Dals and Lentils,,Chetak Chicago LLC,,,,L18,False,False,1,10,,,,,False,110,,,,,,,,,,
0011433113274,Deep Urad Dal 2lb,2.3500,3.9900,,,,,,,,173,,3,,,,,False,False,True,0,,,,,6.0000,Dals and Lentils,,Chetak Chicago LLC,,,,L16,False,False,1,10,,,,,False,111,,,,,,,,,,
0011433113281,Deep Moong Dal Split 2 lb,2.4000,3.9900,,,,,,,,173,,3,,,,,False,False,True,0,,,,,9.0000,Dals and Lentils,,Chetak Chicago LLC,,,,L20,False,False,1,10,,,,,False,112,,,,,,,,,,
0011433113311,Deep Moong Dal Whole 2lb,2.7000,3.8500,,,,,,,,173,,,,,,,False,False,False,0,,,,,9.0000,Dals and Lentils,,,,,,,False,False,1,5,,,,,False,113,,,,,,,,,,
0011433113373,Deep Chana Dal Split 4 lb,3.6000,5.4900,,,,,,,,173,,3,,,,,False,False,True,0,,,,,1.0000,Dals and Lentils,,Chetak Chicago LLC,,,,L13,False,False,1,5,,,,,False,114,,,,,,,,,,
0011433113397,Deep Urad Dal 4lb,4.6000,6.9900,,,,,,,,173,,,,,,,False,False,True,0,,,,,4.0000,Dals and Lentils,,,,,,L15,False,False,1,5,,,,,False,115,,,,,,,,,,
0011433113403,Deep Moong Dal Split 4lb,4.6000,6.9900,,,,,,,,173,,,,,,,False,False,True,0,,,,,-1.0000,Dals and Lentils,,,,,,L19,False,False,1,5,,,,,False,116,,,,,,,,,,
0011433113434,Deep Moong Dal whole 4lb,5.2000,7.4900,,,,,,,,173,,,,,,,False,False,False,0,,,,,4.0000,Dals and Lentils,,,,,,,False,False,1,5,,,,,False,117,,,,,,,,,,
0011433113700,Deep Besan Flour 2 lb,2.4000,4.4900,,,,,,,,174,,3,,,,,False,False,True,0,,,,,8.0000,Flour,,Chetak Chicago LLC,,,,F56,False,False,1,10,,,,,False,118,,,,,,,,,,
0011433113731,Deep Juwar Flour 2Lb,1.8000,3.9900,,,,,,,,174,,3,,,,,False,False,True,0,,,,,11.0000,Flour,,Chetak Chicago LLC,,,,F38,False,False,1,10,,,,,False,119,,,,,,,,,,
0011433113755,Deep Bajri Flour 2lb,1.7000,3.4900,,,,,,,,174,,3,,,,,False,False,True,0,,,,,16.0000,Flour,,Chetak Chicago LLC,,,,F29,False,False,1,10,,,,,False,120,,,,,,,,,,
0011433113779,Deep Ladu Besan 2lb,2.5000,4.4900,,,,,,,,174,,3,,,,,False,False,True,0,,,,,18.0000,Flour,,Chetak Chicago LLC,,,,F39,False,False,1,10,,,,,False,121,,,,,,,,,,
0011433114462,Deep Whl Garam Masla7oz,2.4000,4.4900,,,,,,,,186,,3,,,,,False,False,True,0,,,,,15.0000,Masala & Spices,,Chetak Chicago LLC,,,,S103,False,False,1,10,,,,,False,122,,,,,,,,,,
0011433114684,Deep Cardamom pwd 100g,5.9000,7.7100,,,,,,,,186,,,,,,,False,False,False,0,,,,,16.0000,Masala & Spices,,,,,,,False,False,1,5,,,,,False,123,,,,,,,,,,
0011433114752,Deep Red Chili Pwd 28oz,5.4000,8.4900,,,,,,,,186,,3,,,,,False,False,True,0,,,,,9.0000,Masala & Spices,,Chetak Chicago LLC,,,,S129,False,False,1,5,,,,,False,124,,,,,,,,,,
0011433115339,Deep Baby Okra,1.4000,2.9900,,,,,,,,191,,,,,,,False,False,False,0,,,,,19.0000,Frozen Veggies,,,,,,,False,False,1,4,,,,,False,125,,,,,,,,,,
